Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;24-3-2025
border rejection;tebuconazole;pesticides > triazole > tebuconazole;india;24-3-2025
border rejection;incorrect labeling, unauthorised colour, missing required nutrition information, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;24-3-2025
border rejection;misbranding, incorrect labeling, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;24-3-2025
border rejection;improper import declaration;smuggling > improper import declaration;philippines;24-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;24-3-2025
border rejection;improper import declaration;smuggling > improper import declaration;philippines;24-3-2025
border rejection;misbranding, incorrect labeling, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;24-3-2025
border rejection;improper import declaration;smuggling > improper import declaration;philippines;24-3-2025
border rejection;artificial colourants/synthetic dyes, unauthorised colour;adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, unauthorised colour;mexico;21-3-2025
border rejection;misbranding, incorrect labeling, missing required nutrition information, artificial colourants/synthetic dyes, unauthorised colour;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, unauthorised colour;mexico;21-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-3-2025
border rejection;incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-3-2025
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;21-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-3-2025
border rejection;missing required nutrition information, insufficient labelling/documentation, labelling/misdescription;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation, labelling/misdescription;greece;19-3-2025
border rejection;solidification, deterioration, moulds, bad smell / off odor;solidification, deterioration, non-pathogenic microorganisms > moulds, bad smell / off odor;thailand;19-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;19-3-2025
border rejection;misbranding, unauthorised colour;labelling/misdescription > misbranding, unauthorised colour;mexico;19-3-2025
border rejection;inadequate processing;processing > inadequate processing;china;19-3-2025
border rejection;acetamiprid;pesticides > neonicotinoid > acetamiprid;pakistan;19-3-2025
border rejection;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;india;18-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;18-3-2025
border rejection;artificial colourants/synthetic dyes, unauthorised colour;adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, unauthorised colour;mexico;18-3-2025
alert;metal fragment;metal fragment;japan;18-3-2025
alert;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;germany;18-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;18-3-2025
alert;metal fragment;metal fragment;japan;18-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
alert;pest, poor hygienic state;pest, poor or insufficient controls > poor hygienic state;czech republic;17-3-2025
alert;pest, poor hygienic state;pest, poor or insufficient controls > poor hygienic state;czech republic;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
alert;pest, poor hygienic state;pest, poor or insufficient controls > poor hygienic state;czech republic;17-3-2025
alert;pest, poor hygienic state;pest, poor or insufficient controls > poor hygienic state;czech republic;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-3-2025
alert;pest, poor hygienic state;pest, poor or insufficient controls > poor hygienic state;czech republic;17-3-2025
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;17-3-2025
border rejection;pesticides;pesticides;pakistan;17-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-3-2025
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;india;14-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-3-2025
border rejection;misbranding, unauthorised colour, missing required nutrition information, artificial colourants/synthetic dyes;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-3-2025
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;russia;14-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-3-2025
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;india;13-3-2025
border rejection;pesticides;pesticides;vietnam;13-3-2025
alert;almond;nuts > almond;germany;13-3-2025
border rejection;artificial colourants/synthetic dyes, unauthorised colour;adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, unauthorised colour;mexico;12-3-2025
border rejection;pesticides;pesticides;pakistan;12-3-2025
border rejection;tebuconazole;pesticides > triazole > tebuconazole;pakistan;12-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;12-3-2025
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;12-3-2025
alert;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;france;11-3-2025
border rejection;incorrect labeling, artificial colourants/synthetic dyes, missing required nutrition information;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;10-3-2025
border rejection;deterioration, solidification, moulds, bad smell / off odor;deterioration, solidification, non-pathogenic microorganisms > moulds, bad smell / off odor;united states;10-3-2025
border rejection;incorrect labeling, artificial colourants/synthetic dyes, missing required nutrition information;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;10-3-2025
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;7-3-2025
border rejection;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;pakistan;7-3-2025
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;7-3-2025
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;7-3-2025
