Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
alert;vibrio vulnificus;pathogen > pathogenic bacteria > vibrio spp > vibrio vulnificus;france;10-9-2024
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;vietnam;9-9-2024
alert;absence of expiry date;labelling/misdescription > absence of expiry date;netherlands;8-9-2024
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;5-9-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;4-9-2024
border rejection;coliforms;non-pathogenic microorganisms > coliforms;china;3-9-2024
border rejection;doxycycline;residues of veterinary medicinal products > antibiotics, vet drugs > doxycycline;vietnam;29-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;28-8-2024
alert;inspection issues;smuggling > inspection issues;philippines;27-8-2024
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;23-8-2024
border rejection;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ecuador;23-8-2024
border rejection;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ecuador;23-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;21-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;21-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;21-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;21-8-2024
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;vietnam;20-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;9-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;9-8-2024
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;china;5-8-2024
border rejection;misbranding, antibiotics, vet drugs;labelling/misdescription > misbranding, residues of veterinary medicinal products > antibiotics, vet drugs;india;5-8-2024
border rejection;misbranding, antibiotics, vet drugs;labelling/misdescription > misbranding, residues of veterinary medicinal products > antibiotics, vet drugs;india;5-8-2024
border rejection;misbranding, antibiotics, vet drugs;labelling/misdescription > misbranding, residues of veterinary medicinal products > antibiotics, vet drugs;india;5-8-2024
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;china;2-8-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;1-8-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;indonesia;1-8-2024
border rejection;leucomalachite green;chemical compound (unauthorised) > leucomalachite green;india;1-8-2024
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;31-7-2024
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;31-7-2024
border rejection;eggs and products thereof;eggs and products thereof;vietnam;26-7-2024
border rejection;chloramphenicol, prohibited substance chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol, residues of veterinary medicinal products > prohibited substance chloramphenicol;vietnam;25-7-2024
border rejection;chloramphenicol, prohibited substance chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol, residues of veterinary medicinal products > prohibited substance chloramphenicol;vietnam;25-7-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;24-7-2024
border rejection;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;24-7-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;24-7-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;24-7-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;24-7-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;24-7-2024
border rejection;sulphur dioxide and sulphites;sulphur dioxide and sulphites;china;18-7-2024
border rejection;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;15-7-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;greece;4-7-2024
alert;vibrio vulnificus;pathogen > pathogenic bacteria > vibrio spp > vibrio vulnificus;france;27-6-2024
alert;vibrio vulnificus;pathogen > pathogenic bacteria > vibrio spp > vibrio vulnificus;vietnam;25-6-2024
alert;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);vietnam;24-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;sri lanka;14-6-2024
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;14-6-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;indonesia;13-6-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;indonesia;11-6-2024
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;10-6-2024
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;5-6-2024
border rejection;enrofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > enrofloxacin;vietnam;5-6-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;30-5-2024
border rejection;escherichia coli;pathogen > pathogenic bacteria > escherichia coli;vietnam;30-5-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;30-5-2024
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;30-5-2024
border rejection;sulfamethoxazole, ciprofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > sulfamethoxazole, residues of veterinary medicinal products > antibiotics, vet drugs > ciprofloxacin;thailand;22-5-2024
border rejection;sulfamethoxazole, ciprofloxacin;residues of veterinary medicinal products > antibiotics, vet drugs > sulfamethoxazole, residues of veterinary medicinal products > antibiotics, vet drugs > ciprofloxacin;thailand;22-5-2024
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;20-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
alert;undeclared sulphite;sulphur dioxide and sulphites > undeclared sulphite;france;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state, microbiological contamination, improper production;poor or insufficient controls > poor hygienic state, non-pathogenic microorganisms > microbiological contamination, poor or insufficient controls > improper conditions > improper production;indonesia;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;venezuela;16-5-2024
border rejection;misbranding;labelling/misdescription > misbranding;vietnam;7-5-2024
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;france;6-5-2024
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;france;6-5-2024
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;france;6-5-2024
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;france;6-5-2024
